epoch,train_mse,train_relL2,val_mse,val_relL2,lr
1,0.013779933292971691,0.25851095805410296,0.001130559854209423,0.10815303288400173,0.001
2,0.0028364168168991456,0.1298447475186549,0.0019459258997812866,0.16370701156556605,0.001
3,0.0021175594910346263,0.11192715024808422,0.0008460985904093832,0.10935262888669968,0.001
4,0.0017928121616932913,0.10652661769418045,0.002124320552684367,0.12350194081664086,0.001
5,0.0015578656990328454,0.09663574062287808,0.0024590851389802992,0.15132665038108825,0.001
6,0.002223199604486581,0.11365164236631245,0.0013352871988900005,0.16087836995720864,0.001
7,0.001314393380562251,0.08751631261548028,0.00031659571104682984,0.06640680283308029,0.001
8,0.0014627347320129048,0.09702151959063485,0.0006050406489521265,0.0695159412920475,0.001
9,0.0010809703369886847,0.08172525202389806,0.0006069469731301069,0.07643280848860741,0.001
10,0.0009225520495874662,0.07643204836640508,0.0006460843665990979,0.08350315354764462,0.001
11,0.0010205703205883765,0.08034834242425859,0.00041500474326312543,0.07522459458559752,0.001
12,0.0010407915683572355,0.08014913477236404,0.0016077795240562408,0.09577421396970749,0.001
13,0.0008486282945796119,0.07219546177075245,0.0006442638987209648,0.07922223769128323,0.001
14,0.0008722337102881284,0.07089960160665214,0.0003074851309065707,0.07068261243402958,0.001
15,0.0008433826216787566,0.071538893179968,0.0011963272932916879,0.14017091430723666,0.001
16,0.0008717020411950216,0.0722286851843819,0.0006311509059742093,0.08366062343120576,0.001
17,0.0008395948469569703,0.07015625587664545,0.0004059199447510764,0.05721041820943355,0.001
18,0.0007451268676049949,0.06736258038436063,0.00047476290201302617,0.07220934182405472,0.001
19,0.0007061515981149569,0.06450957666384056,0.0003098360830335878,0.059699795208871365,0.001
20,0.0009572335408847721,0.07386449938639998,0.00044063749955967067,0.07704405598342419,0.001
21,0.0006135699228252634,0.06297981773968786,0.0002632861665915698,0.06145684868097305,0.001
22,0.0010349078424042092,0.07314816021826118,0.0003225017338991165,0.07352433390915394,0.001
23,0.0005235143589743529,0.058317377988714725,0.0005842258397024125,0.06671518199145794,0.001
24,0.0007607087572978344,0.06621039187302813,0.0006020302826073021,0.09929553084075451,0.001
25,0.0005276099911498023,0.05585164814838208,0.0003547108237398788,0.06455219276249409,0.001
26,0.0004953235577659143,0.05338656583917327,0.0005583072153967806,0.06538513582199812,0.001
27,0.000634751980760484,0.06190319676534273,0.0003248159438953735,0.05251096561551094,0.001
28,0.0005704248067331718,0.05896654373500496,0.0010046781710116193,0.07975717224180698,0.001
29,0.0005402377985774364,0.05784445240278728,0.00037683394621126356,0.07037313487380743,0.001
30,0.0007046901054309273,0.06197709844564088,0.00038199518312467264,0.07511767800897359,0.001
31,0.00047593530186986757,0.05426291288458742,0.00012024273892166092,0.03094939813017845,0.001
32,0.0003682733326286325,0.04818368130945601,0.00028693524800473826,0.07311598248779774,0.001
33,0.0004742987895497208,0.05236189753632061,0.0005618046445306391,0.08590109422802925,0.001
34,0.00035330010341567687,0.04520954375038855,0.000595600251108408,0.1007797360420227,0.001
35,0.0005465369900775841,0.0588373793521896,0.0003282689373008907,0.06675095837563276,0.001
36,0.00047209086515067613,0.04943283467437141,0.0017707721359329297,0.09419026635587216,0.001
37,0.0004971301816794948,0.05389128237147815,0.0001743432047078386,0.04467286467552185,0.001
38,0.00037714003465225685,0.04740654557826929,0.00028600677760550754,0.04675384871661663,0.001
39,0.0003599154129460658,0.046759032586123794,0.00027738012286135925,0.04782059211283922,0.001
40,0.0003911036366389453,0.047304997796891256,0.00013175823842175304,0.036812131851911546,0.001
41,0.0003663801136326583,0.047334565763594585,0.0003440527318161912,0.04258348662406206,0.001
42,0.00038616987133082147,0.04803248483804055,0.0005486119393026456,0.09098616801202297,0.0005
43,0.00018627046329129372,0.03370611147256568,0.00011242369801038876,0.035166018083691596,0.0005
44,0.0001376607794327356,0.028785110916942358,3.874007306876592e-05,0.01893007354810834,0.0005
45,0.0001301766374467661,0.02783160971303005,0.00012448281377146485,0.033100024610757825,0.0005
46,0.00015643746233990897,0.029933099923073313,6.917879109096248e-05,0.03069014670327306,0.0005
47,0.0001560988339974756,0.03136707598459907,0.00020172973745502532,0.05038756765425205,0.0005
48,0.0001504092835261872,0.03095248875906691,0.00011014731207978912,0.025935706775635482,0.0005
49,0.0001602247649657329,0.030690601281821727,0.00012228155756019988,0.04653985192999244,0.0005
50,0.0001648115919465454,0.03193981027579866,0.0003126260417047888,0.058020562119781974,0.0005
51,0.00015762814309709937,0.03219758047198411,4.8682566557545215e-05,0.021344030741602182,0.0005
52,0.00016792938513390254,0.03237116598174907,7.871853922551964e-05,0.03332878081128001,0.0005
53,0.00016196658272065178,0.030995920224813744,5.766534595750272e-05,0.02188800908625126,0.0005
54,0.00015745163939300254,0.03157703820616007,9.057447605300694e-05,0.04115769285708666,0.0005
55,0.0001356604640932346,0.030080584055394866,7.5919006485492e-05,0.027323719300329685,0.00025
56,8.066842631251347e-05,0.022072124178521335,3.5477642450132406e-05,0.02062725042924285,0.00025
57,8.964506617985535e-05,0.022533485386520623,5.8120569156017156e-05,0.023814308922737837,0.00025
58,7.793415699666184e-05,0.02244858657650184,4.852131423831452e-05,0.023031793441623448,0.00025
59,7.757456875197022e-05,0.022221062704920767,8.680406754137948e-05,0.037311191018670795,0.00025
60,7.917602811176039e-05,0.022418631031177937,3.676288542919792e-05,0.017596002109348773,0.00025
61,8.109201701813617e-05,0.02237272605416365,3.339634495205246e-05,0.020173190906643868,0.00025
62,6.809909684193371e-05,0.020676264591747893,5.811856644868385e-05,0.02327488511800766,0.00025
63,7.69198523016712e-05,0.022063118711230345,3.182242053298978e-05,0.018494537472724913,0.00025
64,6.895994711726416e-05,0.021461540638119912,3.803935596806696e-05,0.017548074293881655,0.00025
65,8.284126815283344e-05,0.023211063985945656,7.577085016237106e-05,0.032611964363604785,0.00025
66,7.93908472928706e-05,0.022529220773139968,9.750291355885566e-05,0.030172573775053023,0.00025
67,7.923191782879257e-05,0.022754897241247816,4.613932742358884e-05,0.018044046498835085,0.00025
68,6.504616595179869e-05,0.020169821701711044,3.0178225460986142e-05,0.017862948682159187,0.00025
69,7.373438044737668e-05,0.021344494345248675,5.2604986558435483e-05,0.01973822321742773,0.00025
70,6.180013116363625e-05,0.020424039408680983,3.7218408397166056e-05,0.020993209164589643,0.00025
71,7.442155983881094e-05,0.021976843252195975,3.720950080605689e-05,0.019691585190594198,0.00025
72,8.992524568611771e-05,0.024279214601847343,3.5895394921681147e-05,0.014703036844730377,0.00025
73,6.638446782858409e-05,0.020428556244587524,3.397152813704452e-05,0.02014670758508146,0.00025
74,5.703361562154896e-05,0.01931296211841982,4.956192315148655e-05,0.024915670324116946,0.00025
75,6.019751826329412e-05,0.019870355477905832,3.130989680357743e-05,0.0214395001064986,0.00025
76,5.751436355296846e-05,0.01959209805354476,2.111348276230274e-05,0.014404771756380797,0.00025
77,8.840864514922942e-05,0.022781503139412962,5.855507042724639e-05,0.020744800753891467,0.00025
78,5.8914092443274056e-05,0.019536933515337297,3.802867668127874e-05,0.02614462501369417,0.00025
79,5.4446371268568325e-05,0.018948253849521278,2.8529082555905916e-05,0.022444578167051078,0.00025
80,6.018605928943543e-05,0.019138234836282207,3.214582302462077e-05,0.01953965616412461,0.00025
81,5.2667821279328564e-05,0.018891106155933812,4.4229822015040555e-05,0.020402923598885535,0.00025
82,5.48730023524513e-05,0.019146353541873395,3.821956943284022e-05,0.019436683412641285,0.00025
