epoch,train_mse,train_relL2,val_mse,val_relL2,lr
23,1.750557730701985e-05,0.01410794947296381,0.0012220248041558079,0.04027089923620224,0.0001
24,1.6652673184580636e-05,0.013885497953742743,0.0011696115352606284,0.037052085250616075,0.0001
25,1.575595379108563e-05,0.013490485493093729,0.0011632763467787298,0.036971017345786096,0.0001
26,1.6110621345433174e-05,0.013860941212624312,0.0011790126067353413,0.03825830761343241,0.0001
27,1.6480152953590733e-05,0.014262052532285453,0.0011268915408436443,0.036537788808345795,0.0001
28,1.55985987476015e-05,0.013789203204214572,0.0011192904561539764,0.037171722017228605,0.0001
29,1.4396937967831035e-05,0.013072688970714808,0.001106020133011043,0.03620456056669354,0.0001
30,1.3577394292951795e-05,0.012704780604690314,0.0011155286185385194,0.03624483747407794,0.0001
31,1.336152563453652e-05,0.012741365656256675,0.0010769453034299658,0.03603716427460313,0.0001
32,1.3098655108478851e-05,0.012621926795691251,0.0011026754507838632,0.03599937446415424,0.0001
33,1.3166243206796935e-05,0.012827811762690544,0.0011020631594874431,0.03705285228788853,0.0001
34,1.3613192732009338e-05,0.013038827292621135,0.0010782464283693115,0.036780768539756536,0.0001
35,1.3196644340496278e-05,0.01288023442029953,0.0010923900992565905,0.03685605376958847,0.0001
36,1.2572194918902824e-05,0.012619538325816393,0.001055038479171344,0.035871452279388906,0.0001
37,1.2750161477015354e-05,0.012628023140132427,0.0010550036191489197,0.03606501528993249,0.0001
38,1.1912062200281071e-05,0.01221612561494112,0.0010567251529209898,0.03550451919436455,0.0001
39,1.1456623815320199e-05,0.011974289547652006,0.0010431536637042881,0.03539747968316078,0.0001
40,1.1575505959626753e-05,0.012241156212985516,0.0010278177132931887,0.036231359280645845,0.0001
41,1.1980193448835053e-05,0.012454429175704718,0.0010378127994044918,0.03514925222843886,0.0001
42,1.1503389850986423e-05,0.012233048770576715,0.001008009248835151,0.03469375912100077,0.0001
43,1.0748942349891876e-05,0.011738615296781062,0.0010245064751870814,0.035552372597157954,0.0001
44,1.0348673458793201e-05,0.01145066525787115,0.0010204717680608155,0.03542895019054413,0.0001
45,1.0925122023763833e-05,0.01191343404352665,0.0009973148054996273,0.03536500940099359,0.0001
46,1.1353358877386199e-05,0.012388983741402626,0.0009877130038148606,0.035351830814033744,0.0001
47,1.0995819684467278e-05,0.012064284086227417,0.0009762136993231252,0.03409225279465318,0.0001
48,1.0766573996079388e-05,0.01190947238355875,0.0009755373164807679,0.03423139667138457,0.0001
49,1.0689258851925843e-05,0.011806394904851913,0.0009950672541890527,0.034551166370511054,0.0001
50,1.0001401733461535e-05,0.011420188378542662,0.0009840186499786795,0.034942741692066195,0.0001
51,9.346176511826343e-06,0.01101124370470643,0.0009625518083339557,0.03377104382961989,0.0001
52,9.181049881590297e-06,0.010930148977786302,0.0009661350108217448,0.034698027186095715,0.0001
53,9.126313398155616e-06,0.010988900158554315,0.0009717446300783195,0.03461770545691252,0.0001
54,9.216837952408241e-06,0.010983987990766764,0.0009597732356269262,0.03430922497063875,0.0001
55,8.842710849421565e-06,0.010724902711808681,0.0009374280543852365,0.03334706109017134,0.0001
56,8.849750156514346e-06,0.010723335575312376,0.000957226446371351,0.03420648463070393,0.0001
57,9.279412324758596e-06,0.01120621170848608,0.0009510815300018294,0.035343474615365265,0.0001
58,9.359055366076063e-06,0.011319898720830678,0.0009311418380093528,0.03405626742169261,0.0001
59,8.920664322431549e-06,0.010960074700415134,0.0009280183869122994,0.03357608653604984,0.0001
60,8.575057108828332e-06,0.010736487805843353,0.0009268734993383987,0.03367057330906391,0.0001
61,8.357660453839344e-06,0.010566850006580353,0.0009285630880185636,0.03390906769782305,0.0001
62,8.598088425060268e-06,0.010729121323674918,0.0008909974412745214,0.03431199425831437,0.0001
63,9.256734483642503e-06,0.011234259605407715,0.0009264189924579114,0.03355307560414076,0.0001
64,8.454866019746987e-06,0.010767934191972018,0.000923461912861967,0.03363416222855449,0.0001
65,8.280146448669257e-06,0.010712612606585025,0.0009055745103978552,0.033361108787357804,0.0001
66,7.733960092082271e-06,0.010147692263126373,0.000908273690220085,0.03304903209209442,0.0001
67,7.547767972937436e-06,0.010096759255975484,0.0008941436481109122,0.03346615470945835,0.0001
68,8.051456052271534e-06,0.010537641122937202,0.0008939810033552931,0.032773022260516885,0.0001
69,7.99916842879611e-06,0.010456402134150267,0.0008967073456005892,0.033456319198012355,0.0001
70,7.670123341085856e-06,0.010259924922138453,0.0008858046507157269,0.03308930965140462,0.0001
71,7.173408175731311e-06,0.009872837737202645,0.0008952806463639717,0.03270959407091141,0.0001
72,7.124322792151361e-06,0.009861794579774142,0.0008867786478731432,0.03275251183658838,0.0001
73,7.225567787827458e-06,0.009948391374200583,0.0008864682959028869,0.03275351822376251,0.0001
74,7.156754827519763e-06,0.009874487295746803,0.0008812827009023749,0.0327392783947289,0.0001
75,6.867359161333297e-06,0.009686244744807481,0.0008806764431938064,0.03325275555253029,0.0001
76,7.007269823589013e-06,0.009761692304164172,0.0008619385042038629,0.03196035046130419,0.0001
77,7.2205453761853274e-06,0.00991579107940197,0.0008915595555663459,0.033168787881731984,0.0001
78,7.042998686301871e-06,0.009878085739910603,0.0008738320377233322,0.031752906553447244,0.0001
79,6.808385069234646e-06,0.009654207713901996,0.0008739143679122208,0.0326488271355629,0.0001
80,6.817813846282661e-06,0.009701958484947681,0.0008468687023196253,0.03162894602864981,0.0001
81,6.459034284489462e-06,0.009385696053504944,0.0008530371964297956,0.03210595734417439,0.0001
82,6.628311075473902e-06,0.009521011169999838,0.0008531751982445712,0.031921719666570425,0.0001
83,6.941725268916344e-06,0.009734970983117819,0.0008571821559598902,0.03297834377735853,0.0001
84,7.570112938992679e-06,0.010284395609050988,0.0008289642235467908,0.03191033825278282,0.0001
85,7.365025612671161e-06,0.010224926471710204,0.0008454676011751871,0.0323225999251008,0.0001
86,6.667600337095791e-06,0.009659166540950536,0.0008460941455268767,0.03173145987093449,0.0001
87,6.746007602487225e-06,0.009736150316894055,0.0008571978874897468,0.032056929916143416,0.0001
88,6.794286673539318e-06,0.009779525268822909,0.0008481519129418302,0.0332184667699039,0.0001
89,7.077524651322165e-06,0.010146322939544917,0.0008332486151630292,0.032435691077262165,0.0001
90,7.182222225310397e-06,0.010142798162996769,0.000822402488120133,0.032484438829123975,0.0001
91,6.77574307701434e-06,0.009772289264947175,0.0008230089419157593,0.03139322008937597,0.0001
92,6.256264168769121e-06,0.009239464486017823,0.0008211317559471354,0.032377591356635094,0.0001
93,6.163705575090717e-06,0.00921030417084694,0.0008189397238311357,0.03074409468099475,0.0001
94,6.047481201676419e-06,0.009276508260518313,0.000832810795509431,0.03138494081795216,0.0001
95,5.825778998769238e-06,0.009021134115755558,0.0008166638195689302,0.03079658355563879,0.0001
96,5.866147421329515e-06,0.009068171679973602,0.0008142663675243967,0.031148725654929876,0.0001
97,6.057171412976459e-06,0.009255698695778847,0.000820062652201159,0.03156993314623833,0.0001
98,5.727122379539651e-06,0.008924026787281037,0.0008070000174484448,0.03142175730317831,0.0001
99,5.733591524403891e-06,0.008962125331163407,0.0008190002099581761,0.031775953248143196,0.0001
100,5.690566649718676e-06,0.008971171826124192,0.0008021085010113893,0.031173094641417265,0.0001
101,5.710558525606757e-06,0.00897249709814787,0.0008120856449750135,0.03098014872521162,0.0001
102,5.585822555076447e-06,0.00887460159137845,0.0008102067513391376,0.032202741317451,0.0001
103,6.009435765008675e-06,0.009272710047662258,0.0007963948848555447,0.03113246411085129,0.0001
104,5.962027580608265e-06,0.009192386735230684,0.0007989337422259268,0.03143776059150696,0.0001
105,5.9658056670741645e-06,0.009076977148652077,0.000802468549227342,0.031282590702176094,0.0001
106,6.133673241492943e-06,0.009435235429555178,0.0007852445156458998,0.03144511450082064,0.0001
107,6.42530922050355e-06,0.009574755653738975,0.0007852874747186434,0.030640566162765025,0.0001
108,6.827835250078351e-06,0.009928069869056344,0.0008031175006181001,0.032230960205197334,0.0001
109,6.594053775188513e-06,0.009645136445760727,0.0007734733975667041,0.031030959449708462,0.0001
110,5.551140020543244e-06,0.008920254092663527,0.0007881108725996455,0.030130678415298463,0.0001
111,5.20311550644692e-06,0.00854672323912382,0.0007712882288615219,0.030616932921111582,0.0001
112,5.318022886058316e-06,0.00867190333083272,0.0007861365760618355,0.030765245482325555,0.0001
113,5.260364196146838e-06,0.008653924334794283,0.0007690098154853331,0.030183643847703934,0.0001
114,5.188818977330811e-06,0.008605067385360599,0.0007939752274978673,0.03093445310369134,0.0001
115,5.098538531456143e-06,0.008504217769950629,0.000764939608052373,0.030172496754676103,0.0001
116,5.078840968053555e-06,0.008524502674117685,0.0007818119014700642,0.030429402366280556,0.0001
117,5.286923442326952e-06,0.008724638447165489,0.0007785190846334444,0.030453295167535543,0.0001
118,5.22679742971377e-06,0.008671710360795259,0.0007645607054655556,0.03135995278134942,0.0001
119,6.904888687131461e-06,0.010139886336401106,0.000740440990193747,0.03014748552814126,0.0001
120,6.495045681731426e-06,0.00969164134003222,0.0007618538911629003,0.03151513170450926,0.0001
121,5.382425433708704e-06,0.008687841892242431,0.0007565056181192631,0.030822420865297316,0.0001
122,4.966099731973373e-06,0.008434123452752828,0.0007598234917168157,0.030234047397971153,0.0001
123,4.814182602785877e-06,0.008314441097900272,0.000748038802339579,0.029832798801362515,0.0001
124,4.967223594576353e-06,0.008395928097888828,0.0007382237043202621,0.030188379250466822,0.0001
125,4.947290562995477e-06,0.008433380350470542,0.0007654300508875167,0.030559901893138886,0.0001
126,4.964784193361993e-06,0.008521503349766136,0.0007529592796345242,0.02983622159808874,0.0001
127,4.96981228934601e-06,0.0084600324742496,0.0007478480936697451,0.029924261197447777,0.0001
128,4.624124221663805e-06,0.008176464308053254,0.000751207829307532,0.029796344321221115,0.0001
129,4.949064032189199e-06,0.00845417957752943,0.0007540401591541012,0.029852152895182373,0.0001
130,4.6452006927211185e-06,0.008151794504374265,0.000748316331555543,0.02977979779243469,0.0001
131,4.509650989348302e-06,0.008078299509361387,0.0007518295409681741,0.02990352101624012,0.0001
132,4.722759808828414e-06,0.008239805279299618,0.0007510729717978392,0.0298335624858737,0.0001
133,4.54915257250832e-06,0.00808681882917881,0.0007512580919865286,0.029965743888169527,0.0001
134,4.4413281102606564e-06,0.008007682021707296,0.0007504454666559468,0.03062999006360769,0.0001
135,4.690151899922057e-06,0.00821322863921523,0.0007258122976054437,0.029673031251877546,0.0001
136,4.5975940338394136e-06,0.008117432473227382,0.0007277482320205309,0.029594537150114775,0.0001
137,4.598539180733496e-06,0.008082568598911165,0.0007311180008400698,0.030095261894166468,0.0001
138,4.996210327590233e-06,0.00847577340900898,0.0007246137472975533,0.029268778301775454,0.0001
139,4.34831601978658e-06,0.007901941612362861,0.0007449548651493387,0.0304803442209959,0.0001
140,4.122967311559478e-06,0.00766367930918932,0.0007390556240352453,0.029438371025025844,0.0001
141,4.3548410758376125e-06,0.007983229961246252,0.0007292757873074152,0.0309138891287148,0.0001
142,5.24524461980036e-06,0.008880235441029071,0.0007281458048964851,0.030212034285068513,0.0001
143,5.247437047728454e-06,0.008876261906698346,0.0007259370053361635,0.030062486045062543,0.0001
144,4.675845684687374e-06,0.008245203597471117,0.0007331938144488958,0.03009266685694456,0.0001
145,4.543181967164856e-06,0.008148089284077287,0.0007341429494772455,0.029863750375807286,0.0001
146,4.671077272178082e-06,0.008259918913245201,0.0007365752802797942,0.029942439775913952,0.0001
147,4.525224858298315e-06,0.008140966203063727,0.0007324122521822574,0.02972192708402872,0.0001
148,4.212472731524031e-06,0.007832781504839658,0.0007185719146946212,0.029406052827835084,0.0001
149,4.560575325740501e-06,0.008181449491530657,0.0007298332744539948,0.02988760471343994,0.0001
150,4.6088338876870695e-06,0.008257820503786206,0.0007145714218495414,0.029129557870328428,0.0001
151,4.597965130415105e-06,0.008207148034125566,0.0007109603711796808,0.02910097800195217,0.0001
152,4.540976397038321e-06,0.008191501069813967,0.0007141168594898773,0.02985951816663146,0.0001
153,4.147157619627251e-06,0.007781432894989848,0.0007093618132785195,0.029816109500825406,0.0001
154,4.09155938996264e-06,0.007734608463943004,0.0007119260706531349,0.029357820563018323,0.0001
155,3.9570085846207805e-06,0.007564357900992036,0.0007122542403521948,0.029290802776813507,0.0001
156,4.108925463697233e-06,0.007775273267179727,0.0007110021269909339,0.02920273281633854,0.0001
157,4.547579032987415e-06,0.008147511444985867,0.0007180225053161849,0.030648140422999858,0.0001
158,4.824500683753285e-06,0.008357866760343313,0.0006987017171923071,0.02994334287941456,0.0001
159,4.755622671837045e-06,0.008383759064599872,0.0007116376506019151,0.030383704509586097,0.0001
160,4.535191146715079e-06,0.008158385846763849,0.0007140400844946271,0.03023858219385147,0.0001
161,4.35318158906739e-06,0.007987003354355694,0.0007083764732669807,0.029606126621365546,0.0001
162,4.425495717441663e-06,0.008122515119612216,0.0007054627896650345,0.029932431410998106,0.0001
163,5.149558501216234e-06,0.008758645784109832,0.0007071199861456989,0.03043761132284999,0.0001
164,5.928716564085334e-06,0.00951401749625802,0.0006979043300816556,0.03081511678174138,0.0001
165,5.556874293688452e-06,0.009044291777536273,0.0007210776710053323,0.030240456573665142,0.0001
166,4.812885208593798e-06,0.008365006931126118,0.0007149838376790286,0.029735142644494773,0.0001
167,4.0740176473264e-06,0.0076819567009806635,0.0006823708856245503,0.02918104184791446,0.0001
168,4.030133186461171e-06,0.007664445880800485,0.0006868583777759341,0.028772173915058374,0.0001
169,4.225140196467692e-06,0.007926997728645802,0.0007170820686951629,0.031152436695992946,0.0001
170,4.243942726134264e-06,0.007960026292130351,0.000682214968765038,0.02915895013138652,0.0001
171,3.806724203059275e-06,0.00743913920596242,0.0006871984827739652,0.028556215576827526,0.0001
172,3.7585804420814383e-06,0.007400918565690517,0.0006810758688516217,0.028694343380630018,0.0001
173,3.682501801449689e-06,0.007355062197893858,0.0006957300101930741,0.028814440965652464,0.0001
174,3.835794723272557e-06,0.007517465995624662,0.00069160052917141,0.02871307488530874,0.0001
175,3.845584274131397e-06,0.007504731183871627,0.0006941787458345061,0.029481132701039314,0.0001
176,3.659919661913591e-06,0.007365661859512329,0.0006818450234277407,0.028686242736876012,0.0001
177,3.710871578732622e-06,0.007339395489543677,0.0006809394613810582,0.02945138290524483,0.0001
178,3.701597483996011e-06,0.007321753213182092,0.0006848237506346777,0.028864310029894112,0.0001
179,3.5435520203463965e-06,0.007209208747372031,0.0006731512781698257,0.028266425151377915,0.0001
180,3.4091679026460042e-06,0.0070830984506756066,0.0006703733284666669,0.02840406382456422,0.0001
181,3.80765766294644e-06,0.007444133190438152,0.0006726273582899012,0.029585651494562624,0.0001
182,4.018070649181027e-06,0.007625093962997198,0.0006837119701231132,0.029271857161074877,0.0001
183,3.476835559013125e-06,0.007105617225170136,0.0006736448303854559,0.028846453130245208,0.0001
184,3.4733725215119194e-06,0.007134995376691222,0.000661152315842628,0.02795316856354475,0.0001
185,3.5153446788172006e-06,0.007232245244085789,0.0006806094796047546,0.02838575318455696,0.0001
186,3.325482407490199e-06,0.006998769054189324,0.0006694352992781205,0.028579147439450024,0.0001
187,3.3863442013171154e-06,0.007060901820659637,0.0006780622574297013,0.028260388411581516,0.0001
188,3.320699920550396e-06,0.0069710289593786,0.0006674843414657516,0.028324858099222184,0.0001
189,3.6052528685104336e-06,0.007310170354321599,0.0006649220744293416,0.028121300786733628,0.0001
190,3.3554435958649265e-06,0.007003183243796229,0.0006612204459088388,0.02779731750488281,0.0001
191,3.9755095031068775e-06,0.0077631049789488316,0.0006747775983967586,0.02893141582608223,0.0001
192,3.788158755924087e-06,0.007565490016713738,0.0006745311537088127,0.02930290000513196,0.0001
193,3.870731757160684e-06,0.007609815523028374,0.0006571068934135837,0.02755290623754263,0.0001
194,3.844821571874491e-06,0.007444473914802074,0.0006775501959054963,0.028805789444595574,0.0001
195,4.517667093750788e-06,0.008092741714790463,0.0006629526062170044,0.02937702080234885,0.0001
196,4.455352632248833e-06,0.008189203543588519,0.0006774844390747603,0.02976034311577678,0.0001
197,3.863927668135148e-06,0.007506369752809406,0.0006483635235781549,0.027777727320790292,0.0001
198,4.09464378208213e-06,0.0077868153806775805,0.0006639487264692434,0.030790895875543355,0.0001
199,4.468205906960065e-06,0.008141099521890283,0.0006418041397409979,0.02879256410524249,0.0001
200,4.70587651761889e-06,0.00828069164417684,0.0006569559160197969,0.029886907432228327,0.0001
