epoch,train_mse,train_relL2,val_mse,val_relL2,lr
1,0.09580642404034734,0.6000820733606815,0.022028496488928795,0.3672982454299927,0.001
2,0.018542087185778655,0.31828767247498035,0.00502094766125083,0.1739805042743683,0.001
3,0.0052434372482821345,0.1719128144904971,0.0035802661441266537,0.26232051849365234,0.001
4,0.0031475988253077958,0.14407446468248963,0.0019016070291399956,0.15551777184009552,0.001
5,0.0012409823593770852,0.08262545755133033,0.0005116739775985479,0.06624774634838104,0.001
6,0.0007695194362895563,0.06673371547367424,0.00029889994766563177,0.06037323176860809,0.001
7,0.0007146651482798916,0.07012670405674726,0.0006892542587593198,0.06726672500371933,0.001
8,0.0014175526466715382,0.09554433752782643,0.0026975679211318493,0.19572250545024872,0.001
9,0.0013456282053994073,0.09432504943106323,0.00018754969642031938,0.05692163109779358,0.001
10,0.000993826184185309,0.08581799862440675,0.00043622718658298254,0.07391545176506042,0.001
11,0.00043015274377466994,0.05026988894678652,0.00023457942006643862,0.05883171036839485,0.001
12,0.00027848892182191776,0.03667049523210153,0.00014182462473399937,0.04121503606438637,0.001
13,0.00041799860809987877,0.05010770267108455,0.0006645821267738938,0.10634201765060425,0.001
14,0.000714434543169773,0.07280922861536965,0.0003458991413936019,0.08071240782737732,0.001
15,0.00037130716918909457,0.05110306938877329,0.000935895019210875,0.13402123749256134,0.001
16,0.00032879258833418135,0.048983336077071726,0.00020880672673229128,0.058475300669670105,0.001
17,0.00019993081139091373,0.03683101513888687,0.00025565963005647063,0.07067762315273285,0.001
18,0.00043890131473744987,0.05576503131305799,0.00014747856766916811,0.048173271119594574,0.001
19,0.0003773601231387147,0.05358372302725911,0.0001646673772484064,0.0386882983148098,0.001
20,0.00018547878858043987,0.03595616656821221,0.00047063585952855647,0.0893775075674057,0.001
21,0.00041282414213128504,0.056995426886714995,0.0002832899917848408,0.06363832205533981,0.001
22,0.00022174870275648573,0.03972077363869175,0.00031005978235043585,0.0715470090508461,0.001
23,0.0001969865535329518,0.03723752440419048,0.0001400781620759517,0.038623400032520294,0.001
24,0.0003250536608447874,0.051876538433134556,0.00016445103392470628,0.05338934063911438,0.001
25,0.00017464824873059115,0.03524513344746083,0.00011665075726341456,0.03984091058373451,0.001
26,0.0002616975257296872,0.04332484502810985,0.0005421347450464964,0.06557506322860718,0.001
27,0.000495043747832824,0.0627948307665065,0.00038266199408099055,0.09240792691707611,0.001
28,0.00020093943078336451,0.0374251730972901,0.0001291309017688036,0.031700946390628815,0.001
29,0.00017632786716603732,0.034575640922412276,0.00019638311641756445,0.05430559068918228,0.001
30,0.0001431509241456297,0.03303372743539512,6.346822192426771e-05,0.029139474034309387,0.001
31,0.0001535937810785981,0.03261983738048002,0.00014189888315740973,0.04458651319146156,0.001
32,0.00012406716263058115,0.028786937677068636,0.00016991911979857832,0.06700411438941956,0.001
33,0.0006307000230663107,0.07043098716530949,0.0004356015124358237,0.07271416485309601,0.001
34,0.00023226836515277682,0.040062087355181575,0.0001272484369110316,0.03551916033029556,0.001
35,0.0002661133046331088,0.04469906375743449,7.705156167503446e-05,0.031645163893699646,0.001
36,0.00020547820565752772,0.03854688938008621,7.353525143116713e-05,0.03613656014204025,0.001
37,0.000116680466589969,0.026884256047196686,0.00011371247819624841,0.03321126103401184,0.001
38,0.000257675075545194,0.04598096932750195,0.00019642421102616936,0.06372413039207458,0.001
39,0.00013410940835001384,0.03161023248685524,6.179273623274639e-05,0.02559402957558632,0.001
40,0.0001401766437538754,0.03146600944455713,7.92961145634763e-05,0.03363800793886185,0.001
41,0.0001427589407967389,0.035027312173042446,9.590595436748117e-05,0.045789934694767,0.001
42,9.43785290132837e-05,0.02691099635558203,0.0002573350793682039,0.04796859994530678,0.001
43,0.000305219304664206,0.047965440433472395,0.00010925483366008848,0.04179229959845543,0.001
44,0.00011692509838212573,0.03199040290201083,4.430358239915222e-05,0.028579989448189735,0.001
45,8.942895829022746e-05,0.026103315612999722,8.077348320512101e-05,0.039965223520994186,0.001
46,9.881642154141446e-05,0.027003430936019868,2.6492583856452256e-05,0.02009640261530876,0.001
47,0.00038612437822393986,0.05235143919708207,9.990797843784094e-05,0.03634537011384964,0.001
48,0.0001228846205094669,0.028738937166053802,6.056044003344141e-05,0.030447548255324364,0.001
49,9.471628675328247e-05,0.027169426524778828,0.00020467655849643052,0.0588567741215229,0.001
50,0.0003751348667719867,0.05268936400534585,0.0003253833274357021,0.062287867069244385,0.001
51,0.00022237639268496423,0.035966294119134545,0.00010825258505064994,0.05249467492103577,0.001
52,0.0003522997601521638,0.050018774694763124,6.77016141708009e-05,0.03330696374177933,0.001
53,0.00010980442584695993,0.029147077817469835,8.828451973386109e-05,0.02810789830982685,0.001
54,5.998571401732988e-05,0.01963800852536224,7.28885643184185e-05,0.027998125180602074,0.001
55,0.0001029974298489833,0.026197367871645838,3.178140468662605e-05,0.022265300154685974,0.001
56,7.603047913562477e-05,0.0227687188598793,6.271959136938676e-05,0.02731017768383026,0.001
57,6.855996304011569e-05,0.022976291191298515,8.633222023490816e-05,0.03984326869249344,0.0005
58,3.579929654051739e-05,0.013740121270529926,1.3523640518542379e-05,0.012543614022433758,0.0005
59,1.9989246936802374e-05,0.00982104022114072,1.379861896566581e-05,0.011275963857769966,0.0005
60,1.8963457108611692e-05,0.009957546266377904,1.12116049422184e-05,0.01080783549696207,0.0005
61,1.609529383017616e-05,0.008264686373877339,1.7737907910486683e-05,0.014613102190196514,0.0005
62,1.936149268999543e-05,0.009956241163308732,1.2530128515209071e-05,0.013608202338218689,0.0005
63,1.8167219025144732e-05,0.009799778461456299,1.6344991308869794e-05,0.011920895427465439,0.0005
64,1.7292590882789227e-05,0.009405829856405035,1.1524029105203226e-05,0.011008448898792267,0.0005
65,1.64718467772218e-05,0.009351501998025924,1.5949754015309736e-05,0.013871544040739536,0.0005
66,1.672187167400807e-05,0.009834061085712165,1.2103895642212592e-05,0.014462212100625038,0.0005
67,1.4154530333598814e-05,0.008772111104917713,1.3338865755940787e-05,0.010583063587546349,0.0005
68,1.4777563364987145e-05,0.008539537200704217,1.0231905434920918e-05,0.010359175503253937,0.0005
69,1.7928954861190505e-05,0.009822720399824902,1.0544054930505808e-05,0.011879383586347103,0.0005
70,1.3922103008212616e-05,0.008617721832706593,1.3834302080795169e-05,0.013091824017465115,0.0005
71,1.3220946200931394e-05,0.0085291931318352,8.989645721158013e-06,0.012049883604049683,0.0005
72,2.0651793249726325e-05,0.01119184130220674,1.7746486264513806e-05,0.01284102164208889,0.0005
73,2.0912755701374408e-05,0.011475955252535641,1.1078610441472847e-05,0.010395810008049011,0.0005
74,1.6222225781348243e-05,0.00984730912023224,9.635783499106765e-06,0.010364530608057976,0.0005
75,1.4606776105097197e-05,0.00978772972302977,1.6987161870929413e-05,0.01620429940521717,0.0005
76,2.3832889041841554e-05,0.01316863441024907,1.4302056115411688e-05,0.015355158597230911,0.0005
